additive_energy,additive_energy_fraction,additive_is_dominant,case_id,channel,checkpoint,edge,environment_dominant_occupancy,module_dominant_occupancy,pairwise_abs_mean,pairwise_contribution_fraction,query_dominant_occupancy,query_mean_probability,region,region_scale_x,region_scale_y,region_x,region_y,source_scale_x,source_scale_y,source_x,source_y
,,,0273,unavailable,run1000_best,0,0.057291666666666664,0.75,1.3785244027704948,0.06901224383317278,0.1630859375,0.14904296985678603,whole,2.5263831615448,0.4529946446418762,7.515049934387207,0.4693374037742615,0.7970794439315796,0.9488658308982849,5.50986385345459,2.750775098800659
,,,0273,unavailable,run1000_best,1,0.3177083333333333,0.16666666666666666,6.201713254861943,0.31047266661931344,0.2296142578125,0.21784146041702906,whole,2.7623980045318604,0.9864779710769653,7.307737350463867,3.8939738273620605,0.9641451239585876,0.8876823782920837,5.302281856536865,3.1760215759277344
,,,0273,unavailable,run1000_best,2,0.078125,0.0,1.8347294022553342,0.09185096224764963,0.1824951171875,0.15259463024291212,whole,2.1979236602783203,0.6341073513031006,9.60813045501709,5.1905436515808105,1.0022400617599487,0.8714128732681274,5.073243618011475,3.3180832862854004
,,,0273,unavailable,run1000_best,3,0.08333333333333333,0.0,3.548015909905871,0.1776222013961443,0.104736328125,0.144698251221618,whole,2.528198719024658,0.8090311288833618,3.153068780899048,5.1510701179504395,0.9994374513626099,0.8608164191246033,5.1732916831970215,3.287065267562866
,,,0273,unavailable,run1000_best,4,0.16666666666666666,0.08333333333333333,3.1114013400938347,0.15576422696172246,0.131591796875,0.14245482374888985,whole,2.1911673545837402,0.8698904514312744,8.104070663452148,1.5390615463256836,0.8451443910598755,0.9385887384414673,5.48440408706665,2.886404275894165
,,,0273,unavailable,run1000_best,5,0.296875,0.0,3.9006857096134127,0.1952776989419974,0.1884765625,0.19336786451276491,whole,2.165138006210327,1.2553837299346924,2.863192558288574,2.2277112007141113,0.9192995429039001,0.9477679133415222,5.336570739746094,3.014451742172241
,,,0274,unavailable,run1000_best,0,0.057291666666666664,0.75,2.7409809347572036,0.14029001476876055,0.176025390625,0.16057959292009663,whole,2.632024049758911,0.5039220452308655,7.370960235595703,0.4842302203178406,2.28051495552063,1.2042428255081177,4.367669105529785,1.9691145420074463
,,,0274,unavailable,run1000_best,1,0.3333333333333333,0.0,3.353722970812669,0.17165162994733388,0.2181396484375,0.2107987544716592,whole,2.8104937076568604,0.9813898801803589,7.185392379760742,3.897582530975342,2.071664333343506,1.5015538930892944,4.177053928375244,2.558276414871216
,,,0274,unavailable,run1000_best,2,0.08333333333333333,0.08333333333333333,2.697836642387813,0.13808178583256558,0.173095703125,0.14274324128778937,whole,2.351302146911621,0.6146916151046753,9.461259841918945,5.207470417022705,1.8085432052612305,1.5174033641815186,3.8271710872650146,3.046586751937866
,,,0274,unavailable,run1000_best,3,0.07291666666666667,0.0,3.0690501056596986,0.15708138615243744,0.1046142578125,0.13781113332909606,whole,2.3261075019836426,0.7724397778511047,2.9052672386169434,5.163174152374268,1.9482182264328003,1.4927154779434204,3.8717477321624756,2.7142210006713867
